feature_id,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length
Q9UQB8,reviewed,BAIP2_HUMAN,BAR/IMD domain-containing adapter protein 2 (Brain-specific angiogenesis inhibitor 1-associated protein 2) (BAI-associated protein 2) (BAI1-associated protein 2) (Protein BAP2) (Fas ligand-associated factor 3) (FLAF3) (Insulin receptor substrate p53/p58) (IRS-58) (IRSp53/58) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53),BAIAP2,Homo sapiens (Human),552
O15020,reviewed,SPTN2_HUMAN,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)",SPTBN2 KIAA0302 SCA5,Homo sapiens (Human),2390
Q96EY1,reviewed,DNJA3_HUMAN,"DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (hTid-1) (Hepatocellular carcinoma-associated antigen 57) (Tumorous imaginal discs protein Tid56 homolog)",DNAJA3 HCA57 TID1,Homo sapiens (Human),480
P48304,reviewed,REG1B_HUMAN,Lithostathine-1-beta (Pancreatic stone protein 2) (PSP-2) (Regenerating islet-derived protein 1-beta) (REG-1-beta) (Regenerating protein I beta),REG1B PSPS2 REGL,Homo sapiens (Human),166
Q9ULC3,reviewed,RAB23_HUMAN,Ras-related protein Rab-23 (EC 3.6.5.2),RAB23 HSPC137,Homo sapiens (Human),237
P60880,reviewed,SNP25_HUMAN,Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein),SNAP25 SNAP,Homo sapiens (Human),206
Q9GZY8,reviewed,MFF_HUMAN,Mitochondrial fission factor,MFF C2orf33 AD030 AD033 GL004,Homo sapiens (Human),342
Q765P7,reviewed,MTSS2_HUMAN,Protein MTSS 2 (Actin-bundling with BAIAP2 homology protein 1) (ABBA-1) (MTSS1-like protein),MTSS2 MTSS1L,Homo sapiens (Human),747
Q02318,reviewed,CP27A_HUMAN,"Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)",CYP27A1 CYP27,Homo sapiens (Human),531
Q96H78,reviewed,S2544_HUMAN,Solute carrier family 25 member 44,SLC25A44 KIAA0446,Homo sapiens (Human),314
Q9BU61,reviewed,NDUF3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,NDUFAF3 C3orf60,Homo sapiens (Human),184
Q13277,reviewed,STX3_HUMAN,Syntaxin-3,STX3 STX3A,Homo sapiens (Human),289
P50150,reviewed,GBG4_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4,GNG4 GNGT4,Homo sapiens (Human),75
Q5JTV8,reviewed,TOIP1_HUMAN,Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B),TOR1AIP1 LAP1,Homo sapiens (Human),583
Q9UGC7,reviewed,RF1ML_HUMAN,"Peptide chain release factor 1-like, mitochondrial (Mitochondrial translational release factor 1-like) (mtRF1a)",MTRF1L MTRF1A,Homo sapiens (Human),380
Q02543,reviewed,RL18A_HUMAN,Large ribosomal subunit protein eL20 (60S ribosomal protein L18a),RPL18A,Homo sapiens (Human),176
Q15036,reviewed,SNX17_HUMAN,Sorting nexin-17,SNX17 KIAA0064,Homo sapiens (Human),470
Q9BTU6,reviewed,P4K2A_HUMAN,Phosphatidylinositol 4-kinase type 2-alpha (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-alpha),PI4K2A,Homo sapiens (Human),479
Q5VV42,reviewed,CDKAL_HUMAN,Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase),CDKAL1,Homo sapiens (Human),579
Q9NXN4,reviewed,GDAP2_HUMAN,Ganglioside-induced differentiation-associated protein 2,GDAP2,Homo sapiens (Human),497
P36269,reviewed,GGT5_HUMAN,Glutathione hydrolase 5 proenzyme (EC 3.4.19.13) (Gamma-glutamyl transpeptidase-related enzyme) (GGT-rel) (Gamma-glutamyltransferase 5) (GGT 5) (EC 2.3.2.2) (Gamma-glutamyltransferase-like activity 1) (Gamma-glutamyltranspeptidase 5) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) [Cleaved into: Glutathione hydrolase 5 heavy chain; Glutathione hydrolase 5 light chain],GGT5 GGTLA1,Homo sapiens (Human),586
O76094,reviewed,SRP72_HUMAN,Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein),SRP72,Homo sapiens (Human),671
Q9Y697,reviewed,NFS1_HUMAN,Cysteine desulfurase (EC 2.8.1.7),NFS1 NIFS HUSSY-08,Homo sapiens (Human),457
Q96HJ9,reviewed,FMC1_HUMAN,"Protein FMC1 homolog (ATP synthase assembly factor FMC1, mitochondrial) (Formation of mitochondrial complex V assembly factor 1 homolog)",FMC1 C7orf55 HSPC268,Homo sapiens (Human),113
Q9H173,reviewed,SIL1_HUMAN,Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP),SIL1 UNQ545/PRO836,Homo sapiens (Human),461
Q16270,reviewed,IBP7_HUMAN,Insulin-like growth factor-binding protein 7 (IBP-7) (IGF-binding protein 7) (IGFBP-7) (IGFBP-rP1) (MAC25 protein) (PGI2-stimulating factor) (Prostacyclin-stimulating factor) (Tumor-derived adhesion factor) (TAF),IGFBP7 MAC25 PSF,Homo sapiens (Human),282
Q9NVV4,reviewed,PAPD1_HUMAN,"Poly(A) RNA polymerase, mitochondrial (PAP) (EC 2.7.7.19) (PAP-associated domain-containing protein 1) (Polynucleotide adenylyltransferase) (Terminal uridylyltransferase 1) (TUTase 1) (mtPAP)",MTPAP PAPD1,Homo sapiens (Human),582
P42785,reviewed,PCP_HUMAN,Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP),PRCP PCP,Homo sapiens (Human),496
Q8N5M1,reviewed,ATPF2_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 2 (ATP12 homolog),ATPAF2 ATP12 LP3663,Homo sapiens (Human),289
Q6P4F2,reviewed,FDX2_HUMAN,"Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)",FDX2 FDX1L,Homo sapiens (Human),183
O43752,reviewed,STX6_HUMAN,Syntaxin-6,STX6,Homo sapiens (Human),255
Q2LD37,reviewed,BLTP1_HUMAN,Bridge-like lipid transfer protein family member 1 (Fragile site-associated protein),BLTP1 FSA KIAA1109 KIAA1371 TWEEK,Homo sapiens (Human),5005
P01011,reviewed,AACT_HUMAN,Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less],SERPINA3 AACT GIG24 GIG25,Homo sapiens (Human),423
P51570,reviewed,GALK1_HUMAN,Galactokinase (EC 2.7.1.6) (Galactose kinase),GALK1 GALK,Homo sapiens (Human),392
P32322,reviewed,P5CR1_HUMAN,"Pyrroline-5-carboxylate reductase 1, mitochondrial (P5C reductase 1) (P5CR 1) (EC 1.5.1.2)",PYCR1,Homo sapiens (Human),319
P31323,reviewed,KAP3_HUMAN,cAMP-dependent protein kinase type II-beta regulatory subunit,PRKAR2B,Homo sapiens (Human),418
Q96BQ5,reviewed,CC127_HUMAN,Coiled-coil domain-containing protein 127,CCDC127,Homo sapiens (Human),260
P13639,reviewed,EF2_HUMAN,Elongation factor 2 (EF-2) (EC 3.6.5.-),EEF2 EF2,Homo sapiens (Human),858
P11279,reviewed,LAMP1_HUMAN,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),LAMP1,Homo sapiens (Human),417
Q96AE7,reviewed,TTC17_HUMAN,Tetratricopeptide repeat protein 17 (TPR repeat protein 17),TTC17,Homo sapiens (Human),1141
Q16775,reviewed,GLO2_HUMAN,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",HAGH GLO2 HAGH1,Homo sapiens (Human),308
Q9Y653,reviewed,AGRG1_HUMAN,"Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) [Cleaved into: Adhesion G-protein coupled receptor G1, N-terminal fragment (ADGRG1 N-terminal fragment) (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); Adhesion G-protein coupled receptor G1, C-terminal fragment (ADGRG1 C-terminal fragment) (ADGRG1 CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]",ADGRG1 GPR56 TM7LN4 TM7XN1 UNQ540/PRO1083,Homo sapiens (Human),693
Q7L576,reviewed,CYFP1_HUMAN,Cytoplasmic FMR1-interacting protein 1 (Specifically Rac1-associated protein 1) (Sra-1) (p140sra-1),CYFIP1 KIAA0068,Homo sapiens (Human),1253
P09493,reviewed,TPM1_HUMAN,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1 C15orf13 TMSA,Homo sapiens (Human),284
Q16181,reviewed,SEPT7_HUMAN,Septin-7 (CDC10 protein homolog),SEPTIN7 CDC10 SEPT7,Homo sapiens (Human),437
Q9UIJ5,reviewed,ZDHC2_HUMAN,Palmitoyltransferase ZDHHC2 (EC 2.3.1.225) (Acyltransferase ZDHHC2) (EC 2.3.1.-) (Reduced expression associated with metastasis protein) (Ream) (Reduced expression in cancer protein) (Rec) (Zinc finger DHHC domain-containing protein 2) (DHHC-2) (Zinc finger protein 372),ZDHHC2 REAM REC ZNF372,Homo sapiens (Human),367
Q7L5D6,reviewed,GET4_HUMAN,Golgi to ER traffic protein 4 homolog (Conserved edge-expressed protein) (Transmembrane domain recognition complex 35 kDa subunit) (TRC35),GET4 C7orf20 CEE TRC35 CGI-20,Homo sapiens (Human),327
Q96PU5,reviewed,NED4L_HUMAN,E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (EC 2.3.2.36) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2),NEDD4L KIAA0439 NEDL3,Homo sapiens (Human),975
P05451,reviewed,REG1A_HUMAN,Lithostathine-1-alpha (Islet cells regeneration factor) (ICRF) (Islet of Langerhans regenerating protein) (REG) (Pancreatic stone protein) (PSP) (Pancreatic thread protein) (PTP) (Regenerating islet-derived protein 1-alpha) (REG-1-alpha) (Regenerating protein I alpha),REG1A PSPS PSPS1 REG,Homo sapiens (Human),166
Q13009,reviewed,TIAM1_HUMAN,Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1),TIAM1,Homo sapiens (Human),1591
O43681,reviewed,GET3_HUMAN,"ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)",GET3 ARSA ASNA1 TRC40,Homo sapiens (Human),348
P10909,reviewed,CLUS_HUMAN,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]",CLU APOJ CLI KUB1 AAG4,Homo sapiens (Human),449
Q96AG4,reviewed,LRC59_HUMAN,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]",LRRC59 PRO1855,Homo sapiens (Human),307
Q9BXK5,reviewed,B2L13_HUMAN,Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1),BCL2L13 MIL1 CD003,Homo sapiens (Human),485
Q6ZVM7,reviewed,TM1L2_HUMAN,TOM1-like protein 2 (Target of Myb-like protein 2),TOM1L2,Homo sapiens (Human),507
O75973,reviewed,C1QRF_HUMAN,C1q-related factor (C1q and tumor necrosis factor-related protein 14) (C1q/TNF-related protein 14) (Complement component 1 Q subcomponent-like 1),C1QL1 C1QRF CRF CTRP14,Homo sapiens (Human),258
O43837,reviewed,IDH3B_HUMAN,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)",IDH3B,Homo sapiens (Human),385
Q8N0X7,reviewed,SPART_HUMAN,Spartin (Spastic paraplegia 20 protein) (Trans-activated by hepatitis C virus core protein 1),SPART KIAA0610 SPG20 TAHCCP1,Homo sapiens (Human),666
Q96EU7,reviewed,C1GLC_HUMAN,"C1GALT1-specific chaperone 1 (C38H2-like protein 1) (C38H2-L1) (Core 1 beta1,3-galactosyltransferase 2) (C1Gal-T2) (C1GalT2) (Core 1 beta3-Gal-T2) (Core 1 beta3-galactosyltransferase-specific molecular chaperone)",C1GALT1C1 COSMC HSPC067 MSTP143 UNQ273/PRO310,Homo sapiens (Human),318
P04156,reviewed,PRIO_HUMAN,Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230),PRNP ALTPRP PRIP PRP,Homo sapiens (Human),253
Q9NQX4,reviewed,MYO5C_HUMAN,Unconventional myosin-Vc,MYO5C,Homo sapiens (Human),1742
P25686,reviewed,DNJB2_HUMAN,DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (Heat shock protein J1) (HSJ-1),DNAJB2 HSJ1 HSPF3,Homo sapiens (Human),324
Q8N357,reviewed,S35F6_HUMAN,Solute carrier family 35 member F6 (ANT2-binding protein) (ANT2BP) (Transport and Golgi organization 9 homolog),SLC35F6 C2orf18 UNQ3047/PRO9863,Homo sapiens (Human),371
Q96GS4,reviewed,BORC6_HUMAN,BLOC-1-related complex subunit 6 (Lysosome-dispersing protein) (Lyspersin),BORCS6 C17orf59,Homo sapiens (Human),357
Q9Y4P3,reviewed,TBL2_HUMAN,Transducin beta-like protein 2 (WS beta-transducin repeats protein) (WS-betaTRP) (Williams-Beuren syndrome chromosomal region 13 protein),TBL2 WBSCR13 UNQ563/PRO1125,Homo sapiens (Human),447
O95394,reviewed,AGM1_HUMAN,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),PGM3 AGM1,Homo sapiens (Human),542
Q9H0F7,reviewed,ARL6_HUMAN,ADP-ribosylation factor-like protein 6 (Bardet-Biedl syndrome 3 protein),ARL6 BBS3,Homo sapiens (Human),186
Q9BW91,reviewed,NUDT9_HUMAN,ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9),NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771,Homo sapiens (Human),350
P61247,reviewed,RS3A_HUMAN,Small ribosomal subunit protein eS1 (40S ribosomal protein S3a) (v-fos transformation effector protein) (Fte-1),RPS3A FTE1 MFTL,Homo sapiens (Human),264
Q9ULR3,reviewed,PPM1H_HUMAN,Protein phosphatase 1H (EC 3.1.3.16),PPM1H ARHCL1 KIAA1157 URCC2,Homo sapiens (Human),514
P09601,reviewed,HMOX1_HUMAN,Heme oxygenase 1 (HO-1) (EC 1.14.14.18) [Cleaved into: Heme oxygenase 1 soluble form],HMOX1 HO HO1,Homo sapiens (Human),288
P26572,reviewed,MGAT1_HUMAN,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)",MGAT1 GGNT1 GLCT1 GLYT1 MGAT,Homo sapiens (Human),445
Q96E17,reviewed,RAB3C_HUMAN,Ras-related protein Rab-3C (EC 3.6.5.2),RAB3C,Homo sapiens (Human),227
Q7Z6B0,reviewed,CCD91_HUMAN,Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein),CCDC91 GGABP HSD8,Homo sapiens (Human),441
Q7Z404,reviewed,TMC4_HUMAN,Voltage-gated chloride channel TMC4 (Transmembrane channel-like protein 4),TMC4,Homo sapiens (Human),712
P35222,reviewed,CTNB1_HUMAN,Catenin beta-1 (Beta-catenin),CTNNB1 CTNNB OK/SW-cl.35 PRO2286,Homo sapiens (Human),781
Q96RK4,reviewed,BBS4_HUMAN,BBSome complex member BBS4 (Bardet-Biedl syndrome 4 protein),BBS4,Homo sapiens (Human),519
Q15276,reviewed,RABE1_HUMAN,Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17),RABEP1 RAB5EP RABPT5 RABPT5A,Homo sapiens (Human),862
Q9ULV0,reviewed,MYO5B_HUMAN,Unconventional myosin-Vb,MYO5B KIAA1119,Homo sapiens (Human),1848
Q9Y6X4,reviewed,F169A_HUMAN,Soluble lamin-associated protein of 75 kDa (SLAP75) (Protein FAM169A),FAM169A KIAA0888,Homo sapiens (Human),670
Q9NRP0,reviewed,OSTC_HUMAN,Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28),OSTC DC2 HDCMD45P HSPC307,Homo sapiens (Human),149
P01024,reviewed,CO3_HUMAN,Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b (Complement C3b-alpha' chain); Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2],C3 CPAMD1,Homo sapiens (Human),1663
Q96FC7,reviewed,PHIPL_HUMAN,Phytanoyl-CoA hydroxylase-interacting protein-like,PHYHIPL KIAA1796 UNQ6309/PRO20934,Homo sapiens (Human),376
Q8IW45,reviewed,NNRD_HUMAN,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase),NAXD CARKD,Homo sapiens (Human),347
Q9BUR5,reviewed,MIC26_HUMAN,MICOS complex subunit MIC26 (Apolipoprotein O) (MICOS complex subunit MIC23) (Protein FAM121B),APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302,Homo sapiens (Human),198
Q8TB96,reviewed,TIP_HUMAN,T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin),ITFG1 LNKN-1 TIP CDA08,Homo sapiens (Human),612
Q9BUB7,reviewed,TMM70_HUMAN,"Transmembrane protein 70, mitochondrial",TMEM70,Homo sapiens (Human),260
O95786,reviewed,RIGI_HUMAN,Antiviral innate immune response receptor RIG-I (ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (RNA sensor RIG-I) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I),RIGI DDX58,Homo sapiens (Human),925
Q7Z6J2,reviewed,GRASP_HUMAN,Protein TAMALIN (General receptor for phosphoinositides 1-associated scaffold protein) (GRP1-associated scaffold protein),TAMALIN GRASP,Homo sapiens (Human),395
P07093,reviewed,GDN_HUMAN,Glia-derived nexin (GDN) (Peptidase inhibitor 7) (PI-7) (Protease nexin 1) (PN-1) (Protease nexin I) (Serpin E2),SERPINE2 PI7 PN1,Homo sapiens (Human),398
Q96F85,reviewed,CNRP1_HUMAN,CB1 cannabinoid receptor-interacting protein 1 (CRIP-1),CNRIP1 C2orf32,Homo sapiens (Human),164
Q9Y2J2,reviewed,E41L3_HUMAN,"Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]",EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087
Q9UHQ9,reviewed,NB5R1_HUMAN,NADH-cytochrome b5 reductase 1 (b5R.1) (EC 1.6.2.2) (Humb5R2) (NAD(P)H:quinone oxidoreductase type 3 polypeptide A2),CYB5R1 NQO3A2 UNQ3049/PRO9865,Homo sapiens (Human),305
P01034,reviewed,CYTC_HUMAN,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,Homo sapiens (Human),146
Q9Y2Z2,reviewed,MTO1_HUMAN,"5-taurinomethyluridine-[tRNA] synthase subunit MTO1, mitochondrial (Mitochondrial tRNA translation optimization 1) (Protein MTO1 homolog, mitochondrial)",MTO1 CGI-02,Homo sapiens (Human),717
Q9BYD6,reviewed,RM01_HUMAN,"Large ribosomal subunit protein uL1m (39S ribosomal protein L1, mitochondrial) (L1mt) (MRP-L1)",MRPL1 BM-022,Homo sapiens (Human),325
P50502,reviewed,F10A1_HUMAN,Hsc70-interacting protein (Hip) (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein),ST13 AAG2 FAM10A1 HIP SNC6,Homo sapiens (Human),369
P17600,reviewed,SYN1_HUMAN,Synapsin-1 (Brain protein 4.1) (Synapsin I),SYN1,Homo sapiens (Human),705
P38646,reviewed,HSPA9_HUMAN,"Stress-70 protein, mitochondrial (EC 3.6.4.10) (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Heat shock protein family A member 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)",HSPA9 GRP75 HSPA9B mt-HSP70,Homo sapiens (Human),679
Q6P1M3,reviewed,L2GL2_HUMAN,LLGL scribble cell polarity complex component 2 (HGL) (Lethal(2) giant larvae protein homolog 2),LLGL2,Homo sapiens (Human),1020
Q07075,reviewed,AMPE_HUMAN,Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD antigen CD249),ENPEP,Homo sapiens (Human),957
A8K2U0,reviewed,A2ML1_HUMAN,Alpha-2-macroglobulin-like protein 1 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 9),A2ML1 CPAMD9,Homo sapiens (Human),1454
Q969J3,reviewed,BORC5_HUMAN,BLOC-1-related complex subunit 5 (Loss of heterozygosity 12 chromosomal region 1) (Myristoylated lysosomal protein) (Myrlysin),BORCS5 LOH12CR1,Homo sapiens (Human),196
Q96I59,reviewed,SYNM_HUMAN,"Asparaginyl-tRNA synthetase (AsnRS) (NARS2) (EC 6.1.1.22) (Asparagine--tRNA ligase, mitochondrial)",NARS2,Homo sapiens (Human),477
Q7Z6G3,reviewed,NECA2_HUMAN,N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2) (Synaptotagmin-interacting protein 2) (Stip-2),NECAB2 EFCBP2,Homo sapiens (Human),386
Q9HD20,reviewed,AT131_HUMAN,Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Endoplasmic reticulum P5A-ATPase),ATP13A1 ATP13A KIAA1825 CGI-152,Homo sapiens (Human),1204
Q3ZCQ8,reviewed,TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50,TIMM50 TIM50 PRO1512,Homo sapiens (Human),353
O00625,reviewed,PIR_HUMAN,"Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)",PIR,Homo sapiens (Human),290
P15144,reviewed,AMPN_HUMAN,Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13),ANPEP APN CD13 PEPN,Homo sapiens (Human),967
Q02818,reviewed,NUCB1_HUMAN,Nucleobindin-1 (CALNUC),NUCB1 NUC,Homo sapiens (Human),461
Q9NXA8,reviewed,SIR5_HUMAN,"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)",SIRT5 SIR2L5,Homo sapiens (Human),310
P49768,reviewed,PSN1_HUMAN,Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)],PSEN1 AD3 PS1 PSNL1,Homo sapiens (Human),467
Q13162,reviewed,PRDX4_HUMAN,Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4),PRDX4,Homo sapiens (Human),271
